institution,elderate,city,street,numbers
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Kūjiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Laukinių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Leileikų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Lipniškės viensėdis,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Liubčiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Makniškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Maskoliškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Mažulonių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Medžiuškių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Meironų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Melninkų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Meškėnų kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Mikalinės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Narsutiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Nastazavo kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Naujasalio kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pabalčio kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pagavaičio viensėdis,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pagavės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pakryžės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Palaukiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Palaukojos kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Palūšės kaimas,Lūšių gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Palūšės kaimas,Miko Petrausko gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Palūšės kaimas,Pašakarvio gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pamiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pamoliškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Panižiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Papravalės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pavajuonio kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Paversmio kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pašvoginės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Peleko kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Petriškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pečiulių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Pipiriškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Poviliškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Ramutiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Rimašių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Rukšiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Sabališkės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Savulių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Siūrių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Spinkaičių kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Strazdiškės kaimas,,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Strigailiškio kaimas,Centro gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Strigailiškio kaimas,Gaveikėnų gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Strigailiškio kaimas,Kalvos gatvė,
Ignalinos rajono savivaldybė Ignalinos seniūnija,,Strigailiškio kaimas,Pagavio gatvė,
